artista	danceability	duration	enery	key	liveness	loudness	mode	speechiness	tempo	time_signature	genre
d	c	c	c	d	c	c	d	c	c	d	d	d
Shadows Fall	0.221944	295.12	0.971287	0	0.413064	-3.953	0	0.12319	159.906	4	metal	
Rage	0.427696	345.33333	0.729701	7	0.307032	-5.828	0	0.039275	76.987	4	metal	
Megadeth	0.61992	246.58639	0.805335	0	0.099186	-9.65	1	0.049537	139.965	4	metal	
Nevermore	0.125764	276.34667	0.995095	5	0.318162	-3.697	0	0.133494	83.544	4	metal	
Prong	0.549199	159.86667	0.981977	1	0.092298	-4.252	0	0.085554	105.028	4	metal	
Opeth	0.286625	320.45333	0.183555	9	0.104991	-14.591	0	0.03586	138.614	4	metal	
Queensrche	0.41315	323.26354	0.428629	8	0.841003	-23.156	0	0.053732	109.923	4	metal	
Celtic Frost	0.235288	208.73333	0.9302	11	0.138141	-7.01	0	0.051561	141.816	4	metal	
Nevermore	0.480173	305.89333	0.986641	3	0.071626	-4.275	0	0.061296	139.858	4	metal	
Riot	0.431643	278.8	0.579695	4	0.062807	-13.645	0	0.039799	125.576	4	metal	
Anvil	0.238186	275.8	0.816593	0	0.26392	-8.328	1	0.053898	140.6	4	metal	
UFO	0.496697	217.64	0.897393	9	0.132446	-6.681	1	0.048019	128.493	4	metal	
Wolfsbane	0.578864	209.84	0.960193	2	0.310501	-5.609	1	0.06906	110.051	4	metal	
The Haunted	0.242923	180.26667	0.998256	5	0.117061	-5.993	0	0.110696	111.878	4	metal	
Amorphis	0.412773	260.04	0.871079	0	0.490745	-3.347	0	0.04148	122.001	4	metal	
Into Eternity	0.267824	240.01333	0.417479	5	0.146408	-7.122	0	0.034464	82.199	4	metal	
Anthrax	0.416704	164.74667	0.950988	10	0.054704	-7.58	0	0.106995	127.433	4	metal	
King Diamond	0.420306	277.54667	0.980177	6	0.096541	-5.341	0	0.091582	124.599	4	metal	
Morbid Angel	0.437521	316.81333	0.929418	11	0.368731	-4.503	1	0.056638	179.979	4	metal	
Halford	0.281367	263.36	0.87865	2	0.357887	-5.254	1	0.045301	102.044	3	metal	
Halford	0.305172	430.33333	0.849983	1	0.107585	-5.491	1	0.055395	112.011	4	metal	
Black Label Society	0.612051	272.23075	0.790244	7	0.116102	-4.703	1	0.035433	157.203	4	metal	
Anthrax	0.233148	393.041	0.972294	8	0.102508	-5.087	1	0.296553	167.58	4	metal	
Sadus	0.237081	104.33333	0.908844	6	0.334716	-10.934	0	0.082829	134.262	4	metal	
Judas Priest	0.331673	432.77333	0.910008	9	0.950891	-5.37	1	0.099187	87.416	4	metal	
Death	0.422538	170.48091	0.895417	1	0.177746	-6.956	0	0.090835	93.082	4	metal	
Early Man	0.270198	188.0	0.964522	0	0.382926	-3.829	1	0.160527	177.986	4	metal	
Nevermore	0.480173	305.89333	0.986641	3	0.071626	-4.275	0	0.061296	139.858	4	metal	
Anthrax	0.268663	315.5	0.997177	4	0.139286	-4.913	1	0.227391	77.591	4	metal	
Diamond Head	0.191655	253.82667	0.957602	9	0.226381	-7.069	1	0.155685	167.881	4	metal	
Sentenced	0.431207	220.68	0.835623	10	0.189536	-6.371	1	0.050399	81.484	4	metal	
Stormwitch	0.23024	277.36	0.840207	9	0.147841	-9.095	1	0.106129	141.957	4	metal	
Iron Maiden	0.381412	231.12	0.898386	6	0.303748	-6.322	0	0.06783	110.785	4	metal	
Anacrusis	0.274956	278.50667	0.933217	8	0.195121	-9.512	1	0.084034	109.501	4	metal	
Saxon	0.40612	301.56	0.97528	1	0.097306	-4.281	0	0.071835	68.025	4	metal	
Ozzy Osbourne	0.588429	239.84	0.949247	5	0.216266	-3.184	1	0.064589	137.942	4	metal	
Pantera	0.426133	247.17333	0.952558	2	0.07132	-6.004	1	0.104391	114.598	4	metal	
King Diamond	0.540435	328.58667	0.948463	10	0.24944	-6.03	0	0.048002	107.406	4	metal	
Annihilator	0.475554	276.48	0.902079	10	0.366279	-7.048	0	0.100851	175.997	4	metal	
Carnivore	0.29363	146.53333	0.977975	1	0.312569	-5.404	0	0.103795	100.387	4	metal	
Mystic Prophecy	0.419046	263.98667	0.972801	5	0.351428	-5.034	1	0.075304	161.958	4	metal	
Morbid Angel	0.442092	436.69333	0.949321	4	0.861536	-8.588	0	0.067269	90.109	4	metal	
Nevermore	0.125764	276.34667	0.995095	5	0.318162	-3.697	0	0.133494	83.544	4	metal	
Grave Digger	0.600444	249.62667	0.910148	6	0.244932	-5.225	0	0.051284	120.046	4	metal	
Sodom	0.184797	325.06667	0.966112	0	0.11624	-10.505	1	0.061167	90.425	4	metal	
Iced Earth	0.28064	575.58667	0.952364	1	0.18202	-7.737	0	0.368648	195.059	4	metal	
Iron Maiden	0.312469	211.06667	0.960241	2	0.176039	-6.593	1	0.087022	140.816	1	metal	
Testament	0.256826	217.10667	0.894926	9	0.07966	-7.376	0	0.084112	140.932	4	metal	
Venom	0.430393	281.16	0.731369	4	0.31783	-12.396	0	0.049868	110.752	4	metal	
Doctor Butcher	0.240677	451.44236	0.931195	4	0.512478	-6.015	0	0.128036	100.557	4	metal	
Slayer	0.346887	316.2	0.983716	3	0.13076	-4.116	1	0.191344	110.08	4	metal	
Judas Priest	0.511614	308.26667	0.820163	6	0.14554	-7.125	0	0.048429	138.204	4	metal	
Motrhead	0.326954	167.13333	0.988878	3	0.065425	-5.126	0	0.20481	140.543	4	metal	
Savatage	0.37769	220.0	0.706073	7	0.092754	-9.968	1	0.057097	130.35	4	metal	
Megadeth	0.191154	299.11093	0.989241	10	0.097408	-2.904	0	0.566357	175.017	4	metal	
Annihilator	0.414116	274.76	0.978751	9	0.331191	-4.728	1	0.104553	157.997	4	metal	
Annihilator	0.475554	276.48	0.902079	10	0.366279	-7.048	0	0.100851	175.997	4	metal	
Megadeth	0.32486	392.6	0.985352	11	0.351254	-3.941	1	0.150789	125.307	4	metal	
Wizard	0.627291	281.29333	0.845542	10	0.053424	-4.895	0	0.03049	114.982	4	metal	
Lamb of God	0.300081	288.63011	0.956095	1	0.128915	-6.082	0	0.056923	92.073	4	metal	
Nevermore	0.434686	421.29333	0.933569	1	0.942998	-5.159	0	0.063371	122.072	4	metal	
Accept	0.311102	257.89333	0.81694	3	0.360084	-8.041	0	0.068945	90.985	4	metal	
King Diamond	0.516099	280.62667	0.944277	7	0.342251	-6.061	1	0.041574	136.75	4	metal	
Judas Priest	0.362456	153.84	0.960749	2	0.158994	-5.664	1	0.085706	164.019	4	metal	
Coroner	0.170984	287.6	0.841342	6	0.156178	-12.625	0	0.081479	93.237	4	metal	
Thin Lizzy	0.436285	263.14667	0.870539	8	0.115038	-4.845	1	0.068671	81.494	4	metal	
Testament	0.339699	256.93333	0.621129	0	0.110348	-16.561	1	0.057119	104.591	4	metal	
Arch Enemy	0.238449	253.82667	0.952345	8	0.067945	-3.945	1	0.100049	97.564	4	metal	
Manowar	0.454003	230.02667	0.860135	9	0.26142	-5.415	0	0.089304	172.545	4	metal	
Children of Bodom	0.246834	245.17333	0.9972	1	0.088009	-2.503	0	0.135499	94.28	4	metal	
Voivod	0.073907	256.66667	0.960369	11	0.339309	-3.384	0	0.191278	78.862	4	metal	
Pantera	0.279257	349.65333	0.699448	11	0.052799	-8.355	1	0.030242	99.567	4	metal	
Black Label Society	0.410727	244.4	0.765522	4	0.1338	-4.877	1	0.030041	141.171	4	metal	
Destruction	0.176333	292.94667	0.995405	2	0.332829	-2.825	1	0.227788	187.753	4	metal	
Running Wild	0.350436	252.0	0.780154	7	0.364012	-11.907	1	0.038783	96.957	4	metal	
Dark Tranquillity	0.452593	274.70667	0.883724	3	0.048301	-5.404	0	0.034841	130.029	4	metal	
W.A.S.P.	0.422463	333.24	0.92627	9	0.0965	-5.39	1	0.044372	144.675	4	metal	
Megadeth	0.191154	299.11093	0.989241	10	0.097408	-2.904	0	0.566357	175.017	4	metal	
Carcass	0.27129	216.70667	0.980017	2	0.099889	-5.854	1	0.087648	97.706	4	metal	
Type O Negative	0.452887	308.90667	0.977416	1	0.093248	-8.651	1	0.125631	100.541	4	metal	
Slayer	0.346887	316.2	0.983716	3	0.13076	-4.116	1	0.191344	110.08	4	metal	
Iced Earth	0.566789	281.53333	0.93286	3	0.084555	-4.999	0	0.052476	109.018	4	metal	
Venom	0.430393	281.16	0.731369	4	0.31783	-12.396	0	0.049868	110.752	4	metal	
Megadeth	0.297871	241.76	0.931002	11	0.541856	-3.719	0	0.149342	138.366	4	metal	
Judas Priest	0.423033	247.66667	0.807038	6	0.616573	-5.16	0	0.046757	122.874	4	metal	
Anthrax	0.233148	393.041	0.972294	8	0.102508	-5.087	1	0.296553	167.58	4	metal	
Bruce Dickinson	0.373572	256.41333	0.981616	6	0.069218	-4.913	0	0.075371	150.281	4	metal	
Anthrax	0.233148	393.041	0.972294	8	0.102508	-5.087	1	0.296553	167.58	4	metal	
Edguy	0.467742	303.64	0.959776	11	0.279268	-5.026	1	0.07808	144.974	4	metal	
Slayer	0.32909	291.46639	0.991233	10	0.068514	-3.079	0	0.178529	98.411	4	metal	
Motrhead	0.326954	167.13333	0.988878	3	0.065425	-5.126	0	0.20481	140.543	4	metal	
Virgin Steele	0.54787	232.57333	0.887428	7	0.276814	-6.996	1	0.039829	143.023	4	metal	
Halford	0.510368	192.6	0.941106	7	0.06848	-3.06	1	0.076258	101.022	4	metal	
Exodus	0.497717	299.86667	0.953686	10	0.095422	-3.987	0	0.071254	176.041	4	metal	
3 Inches of Blood	0.339279	288.94667	0.982185	6	0.098806	-3.762	0	0.140841	94.603	4	metal	
Vicious Rumors	0.293063	268.32	0.971658	1	0.343269	-4.553	0	0.07134	140.979	4	metal	
Sacred Reich	0.336743	388.43955	0.786565	1	0.326834	-6.732	0	0.040885	105.736	3	metal	
Saxon	0.362372	355.4	0.90553	2	0.097671	-11.932	1	0.041062	95.884	4	metal	
Dimmu Borgir	0.182786	256.99265	0.943764	7	0.123084	-3.516	0	0.109557	149.864	4	metal	
Liege Lord	0.414096	213.89333	0.980794	10	0.220051	-4.945	0	0.126862	103.659	4	metal	
Slayer	0.395651	199.86667	0.997022	9	0.169755	-5.211	1	0.074832	104.142	4	metal	
Nevermore	0.452497	333.90667	0.947246	1	0.087731	-7.049	1	0.097134	119.137	4	metal	
U.D.O.	0.637809	289.09333	0.883718	2	0.115888	-5.183	0	0.067958	129.995	4	metal	
Possessed	0.233109	437.31955	0.742505	9	0.952361	-10.435	0	0.109535	103.206	4	metal	
Voivod	0.353001	364.92	0.89608	9	0.187657	-6.544	1	0.086678	87.717	4	metal	
Chris Caffery	0.474572	353.72	0.83512	1	0.107806	-7.064	0	0.084965	142.234	4	metal	
Bruce Dickinson	0.373572	256.41333	0.981616	6	0.069218	-4.913	0	0.075371	150.281	4	metal	
Anacrusis	0.362303	358.16	0.751644	0	0.102093	-13.146	1	0.059303	129.642	4	metal	
Bruce Dickinson	0.373572	256.41333	0.981616	6	0.069218	-4.913	0	0.075371	150.281	4	metal	
Rob Halford	0.579584	82.49424	0.726718	7	0.530467	-5.864	0	0.030876	120.128	4	metal	
Nevermore	0.467047	169.33333	0.324251	8	0.380385	-12.597	1	0.026531	82.145	4	metal	
Motrhead	0.428919	186.13329	0.995476	1	0.196594	-5.259	1	0.172446	134.967	4	metal	
DragonForce	0.118869	441.01333	0.952114	0	0.335595	-4.752	0	0.124501	200.085	4	metal	
Slayer	0.314869	285.35973	0.98535	5	0.101575	-3.319	0	0.238459	138.84	4	metal	
Danzig	0.587247	287.24	0.671093	4	0.102466	-10.908	1	0.048997	146.265	4	metal	
Mercyful Fate	0.397729	290.16	0.548161	11	0.165023	-10.33	1	0.04267	125.812	4	metal	
Carcass	0.217527	251.2	0.798212	11	0.087953	-11.624	0	0.10801	91.514	5	metal	
Machine Head	0.35249	456.32	0.955543	7	0.124842	-3.634	1	0.149247	122.897	4	metal	
Metal Church	0.353236	400.99955	0.744131	1	0.09292	-13.811	1	0.108442	113.951	4	metal	
Slayer	0.346887	316.2	0.983716	3	0.13076	-4.116	1	0.191344	110.08	4	metal	
Control Denied	0.317989	578.37333	0.879026	0	0.117654	-7.207	1	0.111257	138.107	3	metal	
Black Label Society	0.612051	272.23075	0.790244	7	0.116102	-4.703	1	0.035433	157.203	4	metal	
Motrhead	0.289644	189.46667	0.969977	1	0.074841	-5.557	1	0.075998	132.47	4	metal	
Candlemass	0.431517	337.58667	0.857358	6	0.062801	-3.479	1	0.038366	109.878	4	metal	
Nazareth	0.503041	230.46667	0.947173	9	0.201543	-4.39	1	0.107227	94.318	4	metal	
Nasty Savage	0.412983	162.89333	0.843703	11	0.298603	-11.443	0	0.064268	91.109	4	metal	
Darkane	0.156601	105.05333	0.2077	4	0.600158	-14.011	1	0.036294	89.888	4	metal	
Mercyful Fate	0.339068	260.38667	0.863326	4	0.150307	-5.623	0	0.042231	141.927	4	metal	
Onslaught	0.191966	399.70667	0.835609	9	0.062696	-9.087	1	0.046996	107.072	4	metal	
Queensrche	0.479406	344.35193	0.591149	7	0.120278	-8.229	1	0.029871	140.607	4	metal	
Queensrche	0.437073	324.0	0.720609	2	0.130927	-11.513	1	0.058135	159.561	4	metal	
Fastway	0.35176	254.66667	0.517617	11	0.157539	-14.188	0	0.044211	151.765	4	metal	
Alcatrazz	0.544503	209.6	0.857313	11	0.258958	-8.783	0	0.052833	125.217	4	metal	
Hallows Eve	0.450443	400.42667	0.94288	11	0.094836	-11.647	1	0.045796	143.323	4	metal	
Iron Maiden	0.288059	250.68	0.856508	4	0.71255	-6.77	0	0.06412	161.918	4	metal	
Wovenwar	0.13637	238.08	0.972603	5	0.561146	-2.489	0	0.125436	175.617	4	metal	
Black Tide	0.52307	276.28	0.950518	5	0.319825	-5.511	1	0.07336	119.994	4	metal	
Testament	0.363307	233.86667	0.93158	9	0.129297	-12.269	1	0.039043	99.07	4	metal	
Satan	0.333341	298.84063	0.948972	11	0.244824	-4.802	0	0.118687	157.242	4	metal	
Metallica	0.426187	366.46667	0.812997	8	0.093694	-3.963	1	0.031761	149.013	4	metal	
Mercyful Fate	0.21966	416.57333	0.942283	0	0.092925	-4.025	1	0.103814	128.215	3	metal	
Ozzy Osbourne	0.471303	289.90667	0.91677	9	0.323439	-3.576	1	0.054926	137.61	4	metal	
Old Man's Child	0.156973	219.50667	0.88748	9	0.083937	-6.594	0	0.057172	75.218	4	metal	
Manowar	0.53094	310.73333	0.322424	9	0.108874	-14.834	1	0.030455	121.053	4	metal	
King Diamond	0.516099	280.62667	0.944277	7	0.342251	-6.061	1	0.041574	136.75	4	metal	
Black Sabbath	0.321694	418.82667	0.672207	3	0.135346	-8.997	0	0.033608	88.357	4	metal	
Lamb of God	0.303586	388.11447	0.837188	7	0.110756	-5.932	0	0.039877	110.089	4	metal	
Saxon	0.476099	255.58667	0.976569	8	0.287779	-4.6	1	0.06747	130.046	4	metal	
Nocturnal Rites	0.43945	233.37333	0.928668	7	0.25816	-2.82	1	0.053421	137.837	4	metal	
Testament	0.273847	219.06667	0.958059	2	0.863674	-7.535	1	0.102939	144.86	4	metal	
Coroner	0.179427	222.82667	0.884318	11	0.126556	-12.987	1	0.102417	97.306	4	metal	
Quiet Riot	0.514813	278.46667	0.927252	2	0.036699	-5.709	1	0.062529	144.999	4	metal	
Scorpions	0.443485	309.34667	0.599368	0	0.11689	-8.742	1	0.035372	151.496	4	metal	
Kreator	0.281662	209.6	0.987979	9	0.367014	-6.583	1	0.376996	95.41	4	metal	
Slayer	0.493522	280.36	0.981162	8	0.132586	-4.097	0	0.133677	106.821	4	metal	
Grim Reaper	0.420548	225.38449	0.933794	4	0.437106	-9.807	0	0.064351	89.288	4	metal	
Slayer	0.493522	280.36	0.981162	8	0.132586	-4.097	0	0.133677	106.821	4	metal	
D.R.I.	0.397819	257.26667	0.769548	11	0.143055	-11.435	1	0.047168	95.03	4	metal	
Megadeth	0.337636	213.47628	0.781419	2	0.112798	-6.026	0	0.053936	132.826	4	metal	
Chrome Division	0.196949	188.02667	0.813405	5	0.413322	-3.78	1	0.062686	159.032	4	metal	
Newsted	0.432121	255.68	0.872878	8	0.13434	-5.403	1	0.067486	175.986	4	metal	
Jag Panzer	0.269848	294.44	0.867684	1	0.232438	-10.65	1	0.07407	104.044	4	metal	
King Diamond	0.402902	259.66667	0.973996	4	0.261542	-6.244	0	0.11322	133.411	4	metal	
Manowar	0.53094	310.73333	0.322424	9	0.108874	-14.834	1	0.030455	121.053	4	metal	
Manowar	0.210281	408.76	0.95317	2	0.244739	-5.071	1	0.099461	99.99	4	metal	
Angra	0.198044	303.66667	0.986035	8	0.045796	-6.521	0	0.178175	160.443	4	metal	
Witchery	0.432868	235.70667	0.96536	8	0.692977	-2.357	1	0.086086	145.039	4	metal	
Annihilator	0.310365	349.24	0.94753	2	0.27992	-8.744	1	0.081206	133.116	4	metal	
Machine Head	0.35249	456.32	0.955543	7	0.124842	-3.634	1	0.149247	122.897	4	metal	
Prong	0.663949	251.72	0.830392	5	0.078523	-6.027	1	0.053365	137.374	4	metal	
Mercyful Fate	0.339068	260.38667	0.863326	4	0.150307	-5.623	0	0.042231	141.927	4	metal	
Entombed	0.331078	265.49333	0.970853	1	0.132463	-4.928	1	0.082506	134.415	1	metal	
At the Gates	0.323947	218.01333	0.996769	4	0.365621	-5.553	1	0.148417	195.06	4	metal	
Manowar	0.53094	310.73333	0.322424	9	0.108874	-14.834	1	0.030455	121.053	4	metal	
Black Label Society	0.411099	178.72	0.746411	4	0.16858	-5.007	0	0.036238	120.937	4	metal	
Meliah Rage	0.55722	246.86621	0.958593	4	0.185256	-6.533	0	0.052441	129.993	4	metal	
Ensiferum	0.430088	352.52	0.92685	11	0.104479	-5.985	0	0.04975	104.929	4	metal	
Lordi	0.676207	208.48	0.804776	0	0.077676	-5.142	1	0.033443	126.029	4	metal	
Virgin Steele	0.220203	643.39955	0.956472	7	0.21675	-4.429	1	0.097712	168.152	4	metal	
Iron Maiden	0.220546	233.96	0.955713	0	0.195459	-4.641	1	0.087597	173.254	4	metal	
Judas Priest	0.362456	153.84	0.960749	2	0.158994	-5.664	1	0.085706	164.019	4	metal	
Children of Bodom	0.246834	245.17333	0.9972	1	0.088009	-2.503	0	0.135499	94.28	4	metal	
Rage	0.514679	244.56	0.977076	10	0.12027	-5.318	1	0.075911	81.993	4	metal	
Carcass	0.370248	243.21333	0.846947	11	0.381202	-12.007	0	0.051576	149.794	4	metal	
Metal Church	0.353236	400.99955	0.744131	1	0.09292	-13.811	1	0.108442	113.951	4	metal	
Morbid Angel	0.312815	223.30667	0.953409	1	0.160345	-9.315	1	0.112069	119.079	4	metal	
Venom	0.269046	210.33333	0.770748	2	0.040115	-11.036	1	0.079414	147.794	4	metal	
Dio	0.48705	196.29333	0.985507	7	0.225707	-4.932	1	0.141462	109.519	4	metal	
G//Z/R	0.612366	356.26667	0.756902	5	0.102264	-7.458	1	0.041037	126.269	4	metal	
Nocturnal Rites	0.525332	241.52	0.77274	10	0.931089	-6.336	0	0.03772	99.92	4	metal	
King Diamond	0.420306	277.54667	0.980177	6	0.096541	-5.341	0	0.091582	124.599	4	metal	
Venom	0.428582	61.0	0.720171	2	0.068124	-12.082	1	0.29082	72.117	5	metal	
Slayer	0.262821	385.83973	0.973041	5	0.078396	-3.7	0	0.16865	151.966	4	metal	
Entombed	0.275542	187.66667	0.988997	1	0.172933	-4.783	1	0.056534	153.643	4	metal	
Machine Head	0.277872	296.62667	0.937256	7	0.227183	-6.952	1	0.167973	154.244	3	metal	
Dark Funeral	0.309634	332.96	0.987748	3	0.15726	-4.621	1	0.451512	80.121	4	metal	
Motrhead	0.293433	312.28	0.961658	6	0.168641	-6.449	1	0.188295	119.334	4	metal	
Helloween	0.286505	817.85333	0.872846	0	0.140926	-8.591	1	0.06955	125.401	4	metal	
Motrhead	0.293433	312.28	0.961658	6	0.168641	-6.449	1	0.188295	119.334	4	metal	
Morbid Angel	0.353744	326.46667	0.86969	6	0.27757	-10.012	1	0.084888	156.316	4	metal	
Iced Earth	0.522295	219.66032	0.973892	1	0.259569	-7.884	1	0.071441	88.025	4	metal	
Cannibal Corpse	0.317246	255.8	0.992771	10	0.058401	-7.337	0	0.072745	100.408	4	metal	
King Diamond	0.420306	277.54667	0.980177	6	0.096541	-5.341	0	0.091582	124.599	4	metal	
Doro	0.335699	431.05333	0.305769	9	0.154593	-10.114	0	0.034708	130.416	4	metal	
Dream Evil	0.50989	269.41333	0.950818	7	0.547415	-3.773	1	0.112825	119.967	4	metal	
Mercyful Fate	0.397729	290.16	0.548161	11	0.165023	-10.33	1	0.04267	125.812	4	metal	
Warlock	0.501422	197.50667	0.930756	0	0.3085	-7.122	0	0.079278	131.347	4	metal	
Nevermore	0.191467	359.53333	0.954802	6	0.670495	-6.879	1	0.10168	153.937	4	metal	
Metal Church	0.515525	300.2	0.642382	7	0.095216	-15.719	1	0.045057	98.003	4	metal	
Venom	0.307518	228.2	0.820611	1	0.375729	-11.326	1	0.041084	68.605	4	metal	
Iced Earth	0.305526	203.8	0.913301	11	0.121554	-4.563	1	0.086636	118.557	4	metal	
Helloween	0.474698	249.0	0.905752	4	0.099885	-4.995	0	0.037499	79.089	4	metal	
Nevermore	0.480173	305.89333	0.986641	3	0.071626	-4.275	0	0.061296	139.858	4	metal	
Vicious Rumors	0.346238	254.77329	0.992721	1	0.236246	-4.038	1	0.280527	160.066	4	metal	
Kataklysm	0.350247	208.42667	0.98535	6	0.101977	-3.865	1	0.107197	200.085	4	metal	
Prong	0.663949	251.72	0.830392	5	0.078523	-6.027	1	0.053365	137.374	4	metal	
Testament	0.363307	233.86667	0.93158	9	0.129297	-12.269	1	0.039043	99.07	4	metal	
Children of Bodom	0.499394	269.29333	0.982783	7	0.075545	-5.135	1	0.096632	120.028	4	metal	
Nevermore	0.191467	359.53333	0.954802	6	0.670495	-6.879	1	0.10168	153.937	4	metal	
3 Inches of Blood	0.521986	321.14667	0.997694	2	0.095979	-3.335	1	0.067433	112.551	3	metal	
Bathory	0.23164	516.26667	0.846941	0	0.084517	-12.93	1	0.068277	122.643	4	metal	
Machine Head	0.35249	456.32	0.955543	7	0.124842	-3.634	1	0.149247	122.897	4	metal	
Black Label Society	0.442544	235.46667	0.349102	7	0.109232	-8.834	1	0.026947	83.271	4	metal	
Iced Earth	0.54081	755.53333	0.825433	8	0.081981	-10.273	0	0.062959	127.949	4	metal	
Obituary	0.245453	212.84	0.861397	2	0.215679	-8.728	1	0.041468	91.056	4	metal	
Virgin Steele	0.220203	643.39955	0.956472	7	0.21675	-4.429	1	0.097712	168.152	4	metal	
Bolt Thrower	0.183133	294.6	0.98981	11	0.052424	-6.715	0	0.190998	82.537	4	metal	
Metalium	0.316431	337.01333	0.947407	8	0.069526	-4.069	1	0.080137	99.927	4	metal	
Motrhead	0.289644	189.46667	0.969977	1	0.074841	-5.557	1	0.075998	132.47	4	metal	
Entombed	0.331078	265.49333	0.970853	1	0.132463	-4.928	1	0.082506	134.415	1	metal	
Saxon	0.55797	329.37333	0.716281	0	0.125786	-9.257	1	0.027239	109.875	4	metal	
King Diamond	0.402902	259.66667	0.973996	4	0.261542	-6.244	0	0.11322	133.411	4	metal	
Nevermore	0.480173	305.89333	0.986641	3	0.071626	-4.275	0	0.061296	139.858	4	metal	
Nevermore	0.480173	305.89333	0.986641	3	0.071626	-4.275	0	0.061296	139.858	4	metal	
Force of Evil	0.31278	292.6	0.896707	1	0.044088	-5.079	1	0.076734	101.053	4	metal	
Metallica	0.244313	329.0	0.825413	8	0.946234	-6.179	1	0.053318	151.095	4	metal	
King Diamond	0.317961	290.73333	0.937323	4	0.353787	-5.248	1	0.062129	146.75	4	metal	
Primal Fear	0.466239	266.97333	0.968337	0	0.102929	-5.03	1	0.100576	155.1	4	metal	
Hecate Enthroned	0.289698	202.33333	0.938237	2	0.148795	-7.88	1	0.285285	94.753	4	metal	
Jag Panzer	0.342085	195.01333	0.827144	3	0.220029	-7.963	0	0.075942	100.62	4	metal	
Dio	0.500513	253.98667	0.868945	9	0.048427	-9.285	0	0.034203	117.578	4	metal	
Edguy	0.467742	303.64	0.959776	11	0.279268	-5.026	1	0.07808	144.974	4	metal	
Blue yster Cult	0.327875	309.77333	0.926731	9	0.314163	-8.485	0	0.069222	141.355	4	metal	
Blind Guardian	0.417454	192.5863	0.452785	4	0.298122	-7.185	0	0.027428	178.894	3	metal	
Diamond Head	0.195435	567.89333	0.813266	9	0.167165	-8.344	1	0.052385	162.608	4	metal	
Motrhead	0.428919	186.13329	0.995476	1	0.196594	-5.259	1	0.172446	134.967	4	metal	
Savatage	0.247424	351.56	0.835276	7	0.369906	-10.86	1	0.094899	166.52	4	metal	
Exciter	0.352097	379.57333	0.788812	9	0.177215	-12.559	1	0.054803	141.692	4	metal	
Bruce Dickinson	0.285063	274.01333	0.931169	6	0.079967	-5.496	0	0.138386	166.865	4	metal	
Angel Witch	0.326716	449.8	0.861929	3	0.14636	-4.686	0	0.048365	75.989	4	metal	
Airbourne	0.447321	195.98667	0.978712	10	0.396804	-3.032	0	0.110503	172.036	4	metal	
Trivium	0.517393	321.16154	0.886741	10	0.151078	-7.637	0	0.073193	166.008	4	metal	
Black Sabbath	0.332215	474.35982	0.623109	9	0.277638	-12.365	0	0.080295	182.63	4	metal	
King Diamond	0.357741	251.44	0.945172	11	0.177609	-5.55	0	0.075187	145.768	4	metal	
Voivod	0.073907	256.66667	0.960369	11	0.339309	-3.384	0	0.191278	78.862	4	metal	
Def Leppard	0.608067	274.26667	0.753983	9	0.112587	-7.021	0	0.027616	113.8	4	metal	
Warlock	0.354767	226.70667	0.79778	11	0.26033	-10.162	1	0.049222	112.914	4	metal	
Obituary	0.355207	183.02667	0.933799	6	0.081617	-5.695	0	0.07657	127.793	4	metal	
Iced Earth	0.600793	311.70667	0.609005	6	0.065084	-9.666	1	0.031247	120.191	4	metal	
Mercyful Fate	0.284395	310.42667	0.980191	4	0.359558	-3.642	0	0.088933	138.506	4	metal	
Halford	0.510368	192.6	0.941106	7	0.06848	-3.06	1	0.076258	101.022	4	metal	
Nevermore	0.480173	305.89333	0.986641	3	0.071626	-4.275	0	0.061296	139.858	4	metal	
Airbourne	0.536791	171.12	0.945053	8	0.182577	-3.095	1	0.078904	140.145	4	metal	
Kreator	0.26412	298.77333	0.972028	4	0.291081	-7.512	0	0.129932	94.781	4	metal	
Manowar	0.358222	357.02667	0.857049	4	0.058584	-12.569	0	0.060813	93.156	4	metal	
Metal Church	0.515525	300.2	0.642382	7	0.095216	-15.719	1	0.045057	98.003	4	metal	
Jag Panzer	0.466308	453.26667	0.789408	7	0.155297	-8.651	1	0.078915	136.545	4	metal	
Hellhammer	0.070689	258.73333	0.996473	0	0.188849	-5.377	1	0.137816	183.178	4	metal	
Annihilator	0.414116	274.76	0.978751	9	0.331191	-4.728	1	0.104553	157.997	4	metal	
Rainbow	0.571677	266.13333	0.609997	6	0.108731	-10.158	0	0.02934	119.97	4	metal	
Mercyful Fate	0.397729	290.16	0.548161	11	0.165023	-10.33	1	0.04267	125.812	4	metal	
